net,length_um
stage_4.output_fifo.D_OUT\[62\],7.4
stage_3._0417_,7.38
stage_3.input_fifo._160_,7.38
net267,7.36
_095_,7.32
stage_2._0388_,7.32
stage_3._0238_,7.32
stage_3._0444_,7.32
stage_4._0487_,7.32
stage_4.output_fifo.D_OUT\[34\],7.32
_119_,7.3
stage_2.read_output_2\[33\],7.3
stage_2._0062_,7.28
stage_2._0081_,7.28
net300,7.28
stage_4._0420_,7.24
stage_4._0473_,7.24
read_output[44],7.23
stage_2.input_fifo$D_OUT\[124\],7.22
stage_2.input_fifo._219_,7.22
stage_3._0790_,7.22
stage_3._0822_,7.22
stage_3._0345_,7.2
stage_3._0763_,7.2
stage_2.read_output_2\[85\],7.18
stage_3._0556_,7.18
stage_3.input_fifo._132_,7.18
stage_2.input_fifo._000_,7.165
stage_3._0517_,7.16
stage_3._0705_,7.16
stage_3._0184_,7.15
input_1._046_,7.145
stage_4.input_fifo._032_,7.145
input_1._098_,7.14
read_output[13],7.13
read_output[23],7.13
read_output[25],7.13
read_output[31],7.13
read_output[3],7.13
read_output[63],7.13
stage_3._0680_,7.12
stage_3._0697_,7.12
stage_3.read_output_3\[63\],7.12
stage_4._0316_,7.12
stage_4._0395_,7.12
input_1._085_,7.1
input_2._075_,7.1
is_valid.D_OUT,7.1
stage_2._0293_,7.1
stage_2._0367_,7.1
stage_2._0497_,7.1
stage_3._0868_,7.1
stage_3.input_fifo$D_OUT\[39\],7.1
stage_4._0480_,7.1
stage_4.input_fifo._115_,7.1
net280,7.1
stage_3._0074_,7.08
stage_3.input_fifo._203_,7.08
input_1._132_,7.06
stage_2.input_fifo._190_,7.06
stage_3.RDY_read_output_3,7.06
stage_3._0025_,7.06
stage_3._0259_,7.06
stage_3._0337_,7.06
stage_3.input_fifo._258_,7.06
stage_4._0023_,7.06
input_1._136_,7.04
stage_3.input_fifo._018_,7.02
stage_4.output_fifo._030_,7.02
stage_2.input_fifo._082_,7.015
stage_4.input_fifo._058_,7.005
stage_3._0022_,7
stage_4._0377_,7
_083_,6.98
stage_2._0405_,6.98
stage_3._0344_,6.98
stage_3._0776_,6.98
stage_4._0090_,6.98
stage_4._0592_,6.98
stage_4.output_fifo.D_OUT\[45\],6.98
_078_,6.96
stage_2._0075_,6.96
stage_2._0286_,6.94
stage_4.output_fifo.D_OUT\[28\],6.94
stage_4.output_fifo.D_OUT\[51\],6.94
stage_2.input_fifo._080_,6.925
stage_4.input_fifo._100_,6.92
stage_2._0244_,6.9
stage_4._0152_,6.9
net310,6.88
net379,6.88
stage_4.output_fifo.D_OUT\[37\],6.86
input_1.EMPTY_N,6.84
is_valid._00_,6.825
stage_4.input_fifo._018_,6.825
stage_4.input_fifo._052_,6.825
stage_3._0098_,6.82
stage_4._0081_,6.82
net220,6.82
stage_4.output_fifo._090_,6.81
input_1._105_,6.76
input_1._108_,6.76
stage_2._0190_,6.76
stage_2.input_fifo._172_,6.76
stage_3._0063_,6.76
stage_3.input_fifo._147_,6.76
stage_4.IF_NOT_input_fifo_first_BIT_2_AND_NOT_input_fi_ETC___d199\[59\],6.76
stage_4._0142_,6.76
net332,6.76
stage_4._0045_,6.74
stage_4._0285_,6.74
input_2._115_,6.72
stage_2._0057_,6.72
stage_2.input_fifo._212_,6.72
stage_3._0449_,6.72
stage_3._0498_,6.72
stage_3.input_fifo$D_OUT\[121\],6.72
stage_3.input_fifo._264_,6.72
stage_4.output_fifo.D_OUT\[10\],6.72
stage_4.output_fifo._136_,6.72
stage_3._0577_,6.715
stage_3._0205_,6.7
stage_4.output_fifo._015_,6.685
stage_2._0012_,6.66
stage_2._0014_,6.66
stage_2._0596_,6.66
stage_3._0312_,6.66
stage_3.input_fifo._228_,6.66
stage_2.input_fifo._090_,6.645
input_1._075_,6.64
stage_2._0036_,6.64
stage_2._0578_,6.64
stage_2.input_fifo._259_,6.64
stage_3.input_fifo._219_,6.64
stage_4._0295_,6.64
stage_4._0507_,6.64
stage_4.input_fifo._114_,6.64
net149,6.64
net294,6.64
net311,6.64
net317,6.64
net330,6.64
net350,6.64
net380,6.64
net407,6.64
input_1._034_,6.625
stage_3._0753_,6.62
stage_3.input_fifo._173_,6.62
stage_4._0365_,6.62
stage_4.output_fifo.D_OUT\[11\],6.62
stage_4.output_fifo.D_OUT\[8\],6.62
_123_,6.6
stage_2._0448_,6.6
stage_2.input_fifo._167_,6.6
stage_2.input_fifo._194_,6.6
stage_2.input_fifo._262_,6.6
stage_2.input_fifo._304_,6.6
stage_3._0221_,6.6
stage_3._0622_,6.6
stage_3.input_fifo._138_,6.6
stage_4._0070_,6.6
stage_4._0405_,6.6
stage_4._0576_,6.6
stage_4._0587_,6.6
net257,6.6
stage_2.input_fifo._175_,6.58
stage_3._0112_,6.58
stage_2.feed_output_stage_1\[135\],6.54
stage_2.read_output_2\[63\],6.54
stage_4._0201_,6.54
input_2._012_,6.525
_183_,6.52
stage_2.feed_output_stage_1\[133\],6.52
stage_3._0336_,6.52
stage_3._0385_,6.52
stage_4.IF_NOT_input_fifo_first_BIT_2_AND_NOT_input_fi_ETC___d199\[47\],6.52
stage_4._0437_,6.52
stage_4.output_fifo.D_OUT\[0\],6.52
stage_2.feed_output_stage_1\[145\],6.5
stage_2.read_output_2\[84\],6.5
stage_4._0579_,6.5
stage_3._0037_,6.48
stage_3._0511_,6.48
stage_2._0420_,6.46
read_output[11],6.45
read_output[1],6.45
read_output[27],6.45
read_output[36],6.45
read_output[37],6.45
read_output[45],6.45
read_output[58],6.45
read_output[60],6.45
read_output[47],6.43
stage_4._0089_,6.42
net289,6.42
net369,6.42
stage_2._0500_,6.4
stage_3._0744_,6.4
stage_3._0828_,6.4
stage_4.output_fifo.D_OUT\[12\],6.4
stage_4.output_fifo.D_OUT\[15\],6.4
stage_4.output_fifo.D_OUT\[39\],6.4
stage_3._0092_,6.375
input_2._052_,6.365
stage_2.input_fifo._099_,6.365
stage_3.input_fifo._121_,6.365
stage_4.output_fifo._017_,6.365
input_1.D_OUT\[27\],6.36
stage_2.input_fifo$D_OUT\[137\],6.36
feed_input_1[22],6.31
feed_input_1[34],6.31
feed_input_1[41],6.31
feed_input_2[12],6.31
feed_input_2[19],6.31
feed_input_2[21],6.31
feed_input_2[27],6.31
feed_input_2[30],6.31
feed_input_2[36],6.31
feed_input_2[46],6.31
feed_input_2[7],6.31
input_1._065_,6.3
input_1._093_,6.3
input_1._116_,6.3
input_2._132_,6.3
stage_2.feed_output_stage_1\[131\],6.3
stage_2.read_output_2\[124\],6.3
stage_2.read_output_2\[40\],6.3
stage_2.read_output_2\[96\],6.3
stage_3._0009_,6.3
stage_3._0057_,6.3
stage_3._0735_,6.3
net297,6.3
_142_,6.28
input_2._136_,6.28
stage_3._0050_,6.28
stage_4.input_fifo$EMPTY_N,6.28
stage_2.input_fifo._302_,6.26
stage_3.input_fifo._145_,6.26
stage_3.input_fifo._182_,6.26
stage_3.read_output_3\[32\],6.26
stage_4.input_fifo._090_,6.26
stage_4.output_fifo._093_,6.26
stage_4._0540_,6.25
stage_2._0079_,6.24
stage_3._0812_,6.23
stage_2.input_fifo._127_,6.225
stage_4.output_fifo._033_,6.225
read_output[15],6.21
read_output[20],6.21
read_output[2],6.21
read_output[34],6.21
read_output[55],6.21
stage_3._0393_,6.2
stage_3._0412_,6.2
stage_4.output_fifo.D_OUT\[19\],6.2
stage_4.output_fifo.D_OUT\[60\],6.2
stage_4.output_fifo._096_,6.2
stage_4.output_fifo._111_,6.2
net291,6.2
input_1._072_,6.18
stage_2._0502_,6.18
stage_2.input_fifo._177_,6.18
stage_2.input_fifo._288_,6.18
stage_3._0823_,6.18
stage_3.input_fifo$D_OUT\[59\],6.18
stage_3.input_fifo._271_,6.18
stage_4.output_fifo._088_,6.18
stage_4.output_fifo._117_,6.18
net275,6.18
net337,6.18
stage_2.input_fifo._042_,6.165
net290,6.16
input_1._076_,6.14
input_1._094_,6.14
input_2.D_OUT\[34\],6.14
input_2._113_,6.14
stage_2._0415_,6.14
stage_2.input_fifo._232_,6.14
stage_2.input_fifo._251_,6.14
stage_2.input_fifo._277_,6.14
stage_3._0392_,6.14
stage_3._0692_,6.14
stage_3.input_fifo$D_OUT\[114\],6.14
stage_3.input_fifo._223_,6.14
stage_3.input_fifo._249_,6.14
stage_4._0330_,6.14
stage_4._0620_,6.14
stage_4.input_fifo._142_,6.14
stage_4.output_fifo._086_,6.14
net318,6.14
net389,6.14
net404,6.14
_009_,6.12
input_1._064_,6.105
stage_3._0445_,6.08
net321,6.08
net325,6.08
net338,6.08
net352,6.08
stage_4._0454_,6.06
stage_4.output_fifo.D_OUT\[44\],6.06
stage_2.feed_output_stage_1\[118\],6.04
stage_3._0545_,6.04
stage_3.input_fifo._087_,6.04
net335,6.04
net373,6.04
stage_2.feed_output_stage_1\[138\],6.02
stage_4.IF_NOT_input_fifo_first_BIT_2_AND_NOT_input_fi_ETC___d199\[0\],6.02
stage_4._0564_,6.02
stage_3.input_fifo._120_,6.005
stage_3._0383_,5.98
feed_input_1[21],5.97
feed_input_1[2],5.97
feed_input_1[39],5.97
feed_input_1[40],5.97
feed_input_1[47],5.97
feed_input_2[15],5.97
feed_input_2[24],5.97
feed_input_2[29],5.97
feed_input_2[2],5.97
feed_input_2[33],5.97
feed_input_2[45],5.97
stage_4._0259_,5.97
input_2._030_,5.965
stage_2.input_fifo._002_,5.965
stage_2.input_fifo._008_,5.965
stage_4._0475_,5.965
stage_2.input_fifo._020_,5.96
stage_3._0387_,5.96
stage_4._0591_,5.96
stage_3._0023_,5.94
stage_3._0356_,5.94
stage_3._0579_,5.94
stage_4._0208_,5.94
stage_4.output_fifo.D_OUT\[41\],5.94
stage_4.output_fifo.D_OUT\[53\],5.94
stage_4.output_fifo.D_OUT\[7\],5.94
input_1.D_OUT\[14\],5.92
stage_2._0077_,5.92
stage_2.feed_output_stage_1\[130\],5.92
stage_3._0409_,5.92
stage_3.input_fifo._088_,5.92
stage_4._0628_,5.91
stage_2.feed_output_stage_1\[142\],5.86
stage_2.feed_output_stage_1\[148\],5.86
stage_2.read_output_2\[86\],5.86
stage_3._0030_,5.86
stage_3._0297_,5.86
stage_3._0544_,5.86
stage_4.IF_NOT_input_fifo_first_BIT_2_AND_NOT_input_fi_ETC___d199\[56\],5.86
stage_4._0239_,5.86
stage_4._0605_,5.86
net363,5.86
stage_3._0218_,5.855
_136_,5.84
input_1._096_,5.84
input_1._097_,5.84
input_1._103_,5.84
input_2._092_,5.84
stage_2.input_fifo._174_,5.84
stage_2.input_fifo._213_,5.84
stage_2.input_fifo._273_,5.84
stage_2.input_fifo._278_,5.84
stage_3._0174_,5.84
stage_3._0456_,5.84
stage_3._0675_,5.84
stage_3._0730_,5.84
stage_3.input_fifo._135_,5.84
stage_3.input_fifo._186_,5.84
stage_3.input_fifo._193_,5.84
stage_3.read_output_3\[28\],5.84
stage_4._0250_,5.84
stage_4.input_fifo._099_,5.84
stage_3._0446_,5.835
stage_2._0498_,5.82
stage_2.input_fifo.D_OUT\[3\],5.82
stage_3._0549_,5.82
stage_4.output_fifo._115_,5.82
stage_3.input_fifo._108_,5.805
input_1._106_,5.8
is_valid._04_,5.8
stage_2.input_fifo._296_,5.8
stage_3._0343_,5.8
stage_3._0516_,5.8
stage_3._0824_,5.8
stage_3.input_fifo._146_,5.8
stage_3.input_fifo._163_,5.8
stage_3.input_fifo._224_,5.8
stage_3.input_fifo._239_,5.8
stage_3.input_fifo._255_,5.8
stage_3.input_fifo._260_,5.8
stage_4._0046_,5.8
stage_4._0047_,5.8
stage_4.input_fifo._104_,5.8
stage_4.output_fifo._130_,5.8
stage_4.output_fifo._132_,5.8
net210,5.8
read_output[0],5.77
read_output[10],5.77
read_output[16],5.77
read_output[17],5.77
read_output[24],5.77
read_output[26],5.77
read_output[29],5.77
read_output[33],5.77
read_output[38],5.77
read_output[40],5.77
read_output[46],5.77
read_output[4],5.77
read_output[52],5.77
read_output[53],5.77
read_output[57],5.77
read_output[61],5.77
read_output[7],5.77
stage_4.output_fifo._046_,5.765
stage_4.output_fifo._121_,5.75
stage_2._0574_,5.74
stage_2._0581_,5.74
stage_2.input_fifo._229_,5.74
stage_2.input_fifo._289_,5.74
stage_4._0641_,5.74
_074_,5.72
_116_,5.72
input_1._084_,5.72
input_2._105_,5.72
stage_2._0412_,5.72
stage_2.input_fifo._283_,5.72
stage_2.input_fifo._305_,5.72
stage_2.input_fifo._307_,5.72
stage_2.input_fifo._318_,5.72
stage_3._0623_,5.72
stage_3._0802_,5.72
stage_3.input_fifo._152_,5.72
stage_3.input_fifo._259_,5.72
stage_4._0306_,5.72
stage_4._0627_,5.72
stage_4.output_fifo._071_,5.72
net413,5.72
stage_2.input_fifo._108_,5.705
input_2._086_,5.7
stage_2._0455_,5.7
stage_2.input_fifo$D_OUT\[133\],5.7
_055_,5.68
input_1._071_,5.68
is_valid._02_,5.68
stage_2._0184_,5.68
stage_2._0289_,5.68
stage_2._0480_,5.68
stage_2.input_fifo._184_,5.68
stage_2.input_fifo._210_,5.68
stage_2.input_fifo._215_,5.68
stage_2.input_fifo._279_,5.68
stage_3._0128_,5.68
stage_3._0311_,5.68
stage_3._0459_,5.68
stage_3._0779_,5.68
stage_3.input_fifo._136_,5.68
stage_3.input_fifo._161_,5.68
stage_3.input_fifo._169_,5.68
stage_3.input_fifo._183_,5.68
stage_3.input_fifo._185_,5.68
stage_3.input_fifo._205_,5.68
stage_3.input_fifo._221_,5.68
stage_3.input_fifo._222_,5.68
stage_3.input_fifo._248_,5.68
stage_4._0029_,5.68
stage_4._0163_,5.68
stage_4._0190_,5.68
stage_4.input_fifo._087_,5.68
stage_4.output_fifo._076_,5.68
stage_4.output_fifo._097_,5.68
stage_4.output_fifo._106_,5.68
stage_4.output_fifo._124_,5.68
stage_4.output_fifo._025_,5.645
feed_input_1[16],5.63
feed_input_1[20],5.63
feed_input_1[24],5.63
feed_input_1[29],5.63
feed_input_1[43],5.63
feed_input_2[10],5.63
feed_input_2[32],5.63
feed_input_2[38],5.63
feed_input_2[43],5.63
feed_input_2[44],5.63
feed_input_2[5],5.63
stage_2.feed_output_stage_1\[124\],5.62
stage_4._0614_,5.62
stage_4.input_fifo._064_,5.62
net409,5.62
input_2._003_,5.605
stage_4.output_fifo._026_,5.605
input_1.D_OUT\[19\],5.6
stage_2._0393_,5.6
stage_2.input_fifo.D_OUT\[2\],5.6
stage_3._0761_,5.6
stage_3.input_fifo._256_,5.6
stage_4._0490_,5.6
stage_4.output_fifo.D_OUT\[13\],5.6
net271,5.6
net281,5.6
stage_3._0161_,5.58
stage_4.output_fifo._016_,5.58
net246,5.58
net277,5.58
net288,5.58
net292,5.58
net340,5.58
net216,5.56
stage_3._0845_,5.56
stage_4.output_fifo._029_,5.545
read_output[12],5.53
read_output[14],5.53
read_output[22],5.53
read_output[35],5.53
read_output[41],5.53
read_output[51],5.53
read_output[59],5.53
read_output[5],5.53
stage_2.input_fifo._039_,5.525
stage_4.input_fifo._048_,5.525
stage_2._0437_,5.52
stage_3.read_output_3\[50\],5.52
stage_4.IF_NOT_input_fifo_first_BIT_2_AND_NOT_input_fi_ETC___d199\[62\],5.52
input_2._029_,5.505
stage_4._0617_,5.505
input_1._039_,5.5
stage_2.read_output_2\[29\],5.5
net287,5.5
net381,5.5
stage_2._0540_,5.48
stage_4._0272_,5.48
stage_4._0553_,5.48
stage_4.output_fifo.D_OUT\[17\],5.48
stage_4.output_fifo.D_OUT\[52\],5.48
stage_4._0631_,5.46
stage_2.input_fifo._092_,5.445
stage_2.input_fifo._143_,5.435
stage_3.input_fifo._110_,5.435
stage_4.input_fifo._017_,5.435
feed_input_1[0],5.41
stage_2.read_output_2\[122\],5.4
input_2._061_,5.385
_163_,5.38
input_1._091_,5.38
input_1._124_,5.38
input_2._064_,5.38
input_2._094_,5.38
stage_2._0466_,5.38
stage_2._0530_,5.38
stage_2._0555_,5.38
stage_2._0566_,5.38
stage_2.input_fifo$D_OUT\[134\],5.38
stage_2.input_fifo._239_,5.38
stage_2.input_fifo._298_,5.38
stage_2.read_output_2\[11\],5.38
stage_3._0075_,5.38
stage_3._0101_,5.38
stage_3._0266_,5.38
stage_3._0271_,5.38
stage_3._0624_,5.38
stage_3._0630_,5.38
stage_4.input_fifo._116_,5.38
stage_4.input_fifo._122_,5.38
stage_4.output_fifo._089_,5.38
net358,5.38
stage_3._0548_,5.36
stage_3.input_fifo._234_,5.36
stage_3.input_fifo._051_,5.345
_073_,5.34
stage_2.input_fifo._152_,5.34
stage_2.input_fifo._179_,5.34
stage_2.input_fifo._226_,5.34
stage_2.input_fifo._299_,5.34
stage_2.input_fifo._313_,5.34
stage_3._0017_,5.34
stage_3._0150_,5.34
stage_3._0170_,5.34
stage_3._0285_,5.34
stage_3._0688_,5.34
stage_3._0712_,5.34
stage_3._0765_,5.34
stage_3._0793_,5.34
stage_3.input_fifo._218_,5.34
stage_3.input_fifo._230_,5.34
stage_3.input_fifo._240_,5.34
stage_3.input_fifo._247_,5.34
stage_4._0120_,5.34
stage_4._0247_,5.34
stage_4._0497_,5.34
stage_4._0571_,5.34
stage_4.output_fifo._084_,5.34
stage_4.output_fifo._107_,5.34
stage_4.output_fifo._138_,5.34
stage_4.output_fifo._140_,5.34
stage_2.input_fifo._067_,5.305
stage_2.input_fifo._095_,5.305
stage_2.input_fifo._106_,5.305
stage_2.input_fifo._124_,5.305
feed_input_1[19],5.29
feed_input_1[1],5.29
feed_input_1[26],5.29
feed_input_1[36],5.29
feed_input_2[23],5.29
feed_input_2[31],5.29
feed_input_2[35],5.29
feed_input_2[48],5.29
feed_input_2[50],5.29
feed_input_2[9],5.29
_008_,5.28
_079_,5.28
stage_2._0545_,5.28
stage_2._0567_,5.28
stage_2._0595_,5.28
stage_3._0014_,5.28
stage_4._0148_,5.28
stage_4._0360_,5.28
stage_4._0655_,5.28
stage_4.input_fifo._145_,5.28
input_1._028_,5.265
input_1._031_,5.265
stage_3.input_fifo._022_,5.265
input_1._083_,5.26
input_1._088_,5.26
input_1._090_,5.26
input_1._123_,5.26
input_2._106_,5.26
input_2._127_,5.26
stage_2._0015_,5.26
stage_2._0256_,5.26
stage_2._0439_,5.26
stage_2._0542_,5.26
stage_2._0561_,5.26
stage_3._0040_,5.26
stage_3._0589_,5.26
stage_3._0853_,5.26
stage_3.input_fifo$D_OUT\[124\],5.26
stage_4._0391_,5.26
stage_4._0650_,5.26
stage_4.output_fifo._112_,5.26
stage_4.output_fifo._139_,5.26
net346,5.26
net410,5.26
stage_3._0871_,5.24
stage_4._0633_,5.24
input_2._083_,5.22
stage_2._0331_,5.22
stage_2._0593_,5.22
stage_2.input_fifo._161_,5.22
stage_2.input_fifo._169_,5.22
stage_2.input_fifo._208_,5.22
stage_2.input_fifo._303_,5.22
stage_3._0333_,5.22
stage_3.input_fifo._188_,5.22
stage_3.input_fifo._210_,5.22
stage_3.input_fifo._225_,5.22
stage_4.output_fifo._129_,5.22
stage_4.output_fifo._135_,5.22
net384,5.22
read_output[9],5.19
input_1._001_,5.185
stage_2.input_fifo._141_,5.185
stage_3.input_fifo._080_,5.165
_173_,5.16
input_2._062_,5.16
stage_2.feed_output_stage_1\[116\],5.16
stage_4._0134_,5.16
stage_4.input_fifo._029_,5.16
input_2._110_,5.14
stage_2._0536_,5.14
stage_4._0442_,5.14
stage_4.output_fifo.D_OUT\[23\],5.14
stage_4.output_fifo.D_OUT\[46\],5.14
stage_4.output_fifo._095_,5.14
stage_4.input_fifo._007_,5.135
input_2._137_,5.12
stage_2._0504_,5.12
stage_2.feed_output_stage_1\[1\],5.12
stage_2.input_fifo._320_,5.12
stage_4._0030_,5.12
stage_4._0032_,5.12
net323,5.12
net324,5.12
stage_2._0026_,5.1
stage_3._0278_,5.1
stage_3._0810_,5.1
stage_4.input_fifo._028_,5.085
stage_3._0415_,5.06
stage_3._0757_,5.06
stage_2.input_fifo._083_,5.045
stage_3.input_fifo._103_,5.045
stage_4.output_fifo._064_,5.045
stage_2.input_fifo$D_OUT\[130\],5.02
stage_4._0194_,5.02
stage_4._0383_,5.02
stage_4.output_fifo.D_OUT\[3\],5.02
stage_4.output_fifo._128_,5.02
_113_,5
stage_4._0060_,5
stage_3.input_fifo._035_,4.985
stage_4.output_fifo._005_,4.985
stage_2.input_fifo._034_,4.975
stage_2.input_fifo._078_,4.975
stage_3.input_fifo._089_,4.975
stage_3.input_fifo._078_,4.965
feed_input_1[30],4.95
feed_input_1[45],4.95
feed_input_2[16],4.95
feed_input_2[20],4.95
feed_input_2[26],4.95
feed_input_2[34],4.95
feed_input_2[39],4.95
feed_input_2[3],4.95
feed_input_2[49],4.95
feed_input_2[51],4.95
feed_input_2[8],4.95
_041_,4.94
stage_4.IF_NOT_input_fifo_first_BIT_2_AND_NOT_input_fi_ETC___d199\[12\],4.94
stage_4._0396_,4.94
input_2._116_,4.92
stage_2._0353_,4.92
net214,4.92
stage_2.input_fifo._178_,4.92
stage_3._0262_,4.92
stage_3._0454_,4.92
stage_3._0530_,4.92
stage_3.input_fifo._213_,4.92
stage_3.input_fifo._236_,4.92
stage_4._0026_,4.92
stage_4._0425_,4.92
stage_4._0537_,4.92
stage_4.output_fifo._069_,4.92
stage_4.output_fifo._082_,4.92
stage_4.output_fifo._100_,4.92
net263,4.92
input_1._130_,4.9
input_2._120_,4.9
stage_2.input_fifo._269_,4.9
stage_2.input_fifo._300_,4.9
stage_3._0701_,4.9
stage_4.output_fifo.D_OUT\[16\],4.9
stage_3.input_fifo._095_,4.885
input_1._126_,4.88
input_2._118_,4.88
stage_2._0132_,4.88
stage_2._0135_,4.88
stage_2._0552_,4.88
stage_2.feed_output_stage_1\[128\],4.88
stage_2.input_fifo._166_,4.88
stage_2.input_fifo._195_,4.88
stage_2.input_fifo._252_,4.88
stage_2.input_fifo._284_,4.88
stage_2.input_fifo._285_,4.88
stage_2.read_output_2\[79\],4.88
stage_3._0258_,4.88
stage_3._0438_,4.88
stage_3._0465_,4.88
stage_3.input_fifo._158_,4.88
stage_3.input_fifo._268_,4.88
stage_4._0039_,4.88
stage_4._0048_,4.88
stage_4._0102_,4.88
stage_4._0283_,4.88
stage_4._0308_,4.88
stage_4._0557_,4.88
stage_4.input_fifo._078_,4.88
stage_4.input_fifo._103_,4.88
stage_4.input_fifo._133_,4.88
stage_2.input_fifo._026_,4.875
stage_4._0525_,4.875
stage_4._0429_,4.865
read_output[18],4.85
read_output[28],4.85
read_output[32],4.85
read_output[48],4.85
read_output[50],4.85
read_output[62],4.85
read_output[6],4.85
read_output[8],4.85
stage_2.input_fifo._004_,4.845
stage_2.input_fifo._043_,4.845
stage_2.input_fifo._088_,4.845
input_1._079_,4.82
input_2._099_,4.82
stage_2.read_output_2\[59\],4.82
stage_3._0224_,4.82
stage_4._0467_,4.82
stage_4.input_fifo$D_OUT\[59\],4.82
stage_4.input_fifo._059_,4.82
stage_4.output_fifo.D_OUT\[1\],4.82
stage_4.output_fifo.D_OUT\[20\],4.82
stage_4.output_fifo.D_OUT\[31\],4.82
stage_4.output_fifo.D_OUT\[36\],4.82
stage_4.output_fifo.D_OUT\[56\],4.82
stage_4.output_fifo.D_OUT\[58\],4.82
stage_2.input_fifo._142_,4.805
stage_4.output_fifo._062_,4.805
input_2._125_,4.8
stage_2._0274_,4.8
stage_2._0290_,4.8
stage_2.input_fifo._182_,4.8
stage_2.input_fifo._217_,4.8
stage_2.input_fifo._290_,4.8
stage_2.read_output_2\[88\],4.8
stage_3._0088_,4.8
stage_3._0138_,4.8
stage_3._0316_,4.8
stage_3._0391_,4.8
stage_3._0410_,4.8
stage_3._0646_,4.8
stage_3._0725_,4.8
stage_4._0022_,4.8
stage_4._0573_,4.8
stage_4._0609_,4.8
stage_4.input_fifo._123_,4.8
stage_4.output_fifo._085_,4.8
stage_4.output_fifo._133_,4.8
net162,4.8
net376,4.8
stage_4.input_fifo._023_,4.785
input_2._006_,4.78
stage_4.output_fifo.D_OUT\[57\],4.78
_181_,4.76
input_1._127_,4.76
input_2._088_,4.76
stage_2._0358_,4.76
stage_2._0584_,4.76
stage_2.input_fifo._248_,4.76
stage_2.input_fifo._255_,4.76
stage_2.input_fifo._310_,4.76
stage_2.input_fifo._314_,4.76
stage_3._0321_,4.76
stage_3.input_fifo._175_,4.76
stage_3.input_fifo._197_,4.76
stage_3.input_fifo._202_,4.76
stage_3.input_fifo._207_,4.76
stage_3.input_fifo._241_,4.76
stage_3.input_fifo._252_,4.76
stage_4._0488_,4.76
stage_4.input_fifo._086_,4.76
stage_4.output_fifo._127_,4.76
net399,4.76
stage_2.input_fifo._005_,4.725
stage_2.input_fifo._007_,4.725
stage_4.input_fifo._003_,4.725
stage_2.feed_output_stage_1\[136\],4.7
stage_3.input_fifo._037_,4.7
stage_3.input_fifo._050_,4.7
stage_4._0619_,4.7
input_2.D_OUT\[37\],4.68
input_2._126_,4.68
stage_2._0223_,4.68
stage_2._0359_,4.68
stage_2.input_fifo$D_OUT\[132\],4.68
stage_2.input_fifo._233_,4.68
stage_3._0419_,4.68
stage_4.output_fifo.D_OUT\[27\],4.68
stage_3._0027_,4.675
stage_2._0473_,4.66
stage_2.read_output_2\[74\],4.66
stage_4.input_fifo._137_,4.66
net259,4.66
net260,4.66
net302,4.66
net383,4.66
stage_2.input_fifo._001_,4.625
feed_input_1[28],4.61
feed_input_1[33],4.61
feed_input_1[44],4.61
feed_input_2[0],4.61
feed_input_2[14],4.61
feed_input_2[1],4.61
feed_input_2[25],4.61
feed_input_2[37],4.61
feed_input_2[40],4.61
feed_input_2[6],4.61
is_valid._05_,4.6
stage_3.read_output_3\[62\],4.6
stage_4._0339_,4.6
stage_2.input_fifo._009_,4.585
stage_2.input_fifo._136_,4.585
stage_4.output_fifo._027_,4.585
_060_,4.58
_112_,4.58
stage_3._0168_,4.58
net304,4.58
net356,4.58
stage_2.input_fifo._062_,4.56
stage_3._0179_,4.56
stage_3._0440_,4.56
stage_4._0012_,4.56
stage_4.output_fifo.D_OUT\[33\],4.56
stage_4.input_fifo._055_,4.545
stage_4.output_fifo._065_,4.525
is_valid.EMPTY_N,4.52
stage_2.input_fifo._129_,4.505
stage_2._0029_,4.48
stage_2.read_output_2\[44\],4.48
stage_3._0397_,4.48
stage_3._0821_,4.48
stage_3.read_output_3\[61\],4.48
net339,4.48
_054_,4.46
input_1._073_,4.46
stage_2._0038_,4.46
stage_2._0522_,4.46
stage_2.feed_output_stage_1\[125\],4.46
stage_2.input_fifo._186_,4.46
stage_2.input_fifo._188_,4.46
stage_2.read_output_2\[95\],4.46
stage_3._0086_,4.46
stage_3._0244_,4.46
stage_3._0368_,4.46
stage_3._0627_,4.46
stage_3._0653_,4.46
stage_3._0777_,4.46
stage_4._0501_,4.46
stage_4._0640_,4.46
stage_4.input_fifo._070_,4.46
stage_4.input_fifo._121_,4.46
stage_4.output_fifo.D_OUT\[48\],4.46
stage_3._0091_,4.44
stage_3._0375_,4.44
stage_3._0694_,4.44
stage_3.input_fifo._192_,4.44
input_1._057_,4.425
stage_3.input_fifo._072_,4.425
stage_3.input_fifo._102_,4.425
stage_4.input_fifo._012_,4.425
stage_4.output_fifo._031_,4.425
input_1._092_,4.42
stage_2._0063_,4.42
stage_2.input_fifo._193_,4.42
stage_3._0402_,4.42
stage_3._0509_,4.42
stage_3._0626_,4.42
stage_4._0049_,4.42
stage_4._0594_,4.42
stage_4._0621_,4.42
stage_4.input_fifo._111_,4.42
stage_4.output_fifo._113_,4.42
stage_4.output_fifo._134_,4.42
stage_2.input_fifo._064_,4.415
read_output[19],4.39
read_output[21],4.39
read_output[30],4.39
read_output[39],4.39
read_output[43],4.39
read_output[49],4.39
read_output[64],4.39
input_1._000_,4.385
stage_2.input_fifo._123_,4.385
